time_sec,word
127.2000,"Next, we are going to listen to some musical instruments that are either high or low."
127.4000,"Next, we are going to listen to some musical instruments that are either high or low."
127.6000,"Next, we are going to listen to some musical instruments that are either high or low."
127.8000,"Next, we are going to listen to some musical instruments that are either high or low."
128.0000,
128.2000,
128.4000,
128.6000,
128.8000,
129.0000,Your job stays the same. Figure out if the sound is high or low.
129.2000,Your job stays the same. Figure out if the sound is high or low.
129.4000,Your job stays the same. Figure out if the sound is high or low.
129.6000,Your job stays the same. Figure out if the sound is high or low.
129.8000,Your job stays the same. Figure out if the sound is high or low.
130.0000,Your job stays the same. Figure out if the sound is high or low.
130.2000,Your job stays the same. Figure out if the sound is high or low.
130.4000,Your job stays the same. Figure out if the sound is high or low.
130.6000,Your job stays the same. Figure out if the sound is high or low.
130.8000,Your job stays the same. Figure out if the sound is high or low.
131.0000,Your job stays the same. Figure out if the sound is high or low.
131.2000,Your job stays the same. Figure out if the sound is high or low.
131.4000,Your job stays the same. Figure out if the sound is high or low.
131.6000,Your job stays the same. Figure out if the sound is high or low.
131.8000,Your job stays the same. Figure out if the sound is high or low.
132.0000,Your job stays the same. Figure out if the sound is high or low.
132.2000,Your job stays the same. Figure out if the sound is high or low.
132.4000,Your job stays the same. Figure out if the sound is high or low.
132.6000,Your job stays the same. Figure out if the sound is high or low.
132.8000,Your job stays the same. Figure out if the sound is high or low.
133.0000,Your job stays the same. Figure out if the sound is high or low.
133.2000,Your job stays the same. Figure out if the sound is high or low.
133.4000,Your job stays the same. Figure out if the sound is high or low.
133.6000,Your job stays the same. Figure out if the sound is high or low.
133.8000,Your job stays the same. Figure out if the sound is high or low.
134.0000,
134.2000,
134.4000,
134.6000,
134.8000,
135.0000,
135.2000,
135.4000,
135.6000,
135.8000,
136.0000,Here comes your first instrument sound.
136.2000,Here comes your first instrument sound.
136.4000,Here comes your first instrument sound.
136.6000,Here comes your first instrument sound.
136.8000,Here comes your first instrument sound.
137.0000,Here comes your first instrument sound.
137.2000,Here comes your first instrument sound.
137.4000,Here comes your first instrument sound.
137.6000,Here comes your first instrument sound.
137.8000,Here comes your first instrument sound.
138.0000,Here comes your first instrument sound.
138.2000,Here comes your first instrument sound.
138.4000,Here comes your first instrument sound.
138.6000,Here comes your first instrument sound.
138.8000,Here comes your first instrument sound.
139.0000,
139.2000,
139.4000,
139.6000,
139.8000,
140.0000,
140.2000,
140.4000,
140.6000,
140.8000,
141.0000,
141.2000,
141.4000,
141.6000,
141.8000,
142.0000,
142.2000,
142.4000,
142.6000,
142.8000,
143.0000,
143.2000,
143.4000,
143.6000,
143.8000,
144.0000,
144.2000,
144.4000,
144.6000,
144.8000,
145.0000,
145.2000,
145.4000,
145.6000,
145.8000,
146.0000,Was that instrument high or low?
146.2000,Was that instrument high or low?
146.4000,Was that instrument high or low?
146.6000,Was that instrument high or low?
146.8000,Was that instrument high or low?
147.0000,Was that instrument high or low?
147.2000,Was that instrument high or low?
147.4000,Was that instrument high or low?
147.6000,Was that instrument high or low?
147.8000,Was that instrument high or low?
148.0000,Was that instrument high or low?
148.2000,Was that instrument high or low?
148.4000,Was that instrument high or low?
148.6000,Was that instrument high or low?
148.8000,Was that instrument high or low?
149.0000,
149.2000,
149.4000,
149.6000,
149.8000,
150.0000,That sound was low. It was made by the double bass.
150.2000,That sound was low. It was made by the double bass.
150.4000,That sound was low. It was made by the double bass.
150.6000,That sound was low. It was made by the double bass.
150.8000,That sound was low. It was made by the double bass.
151.0000,That sound was low. It was made by the double bass.
151.2000,That sound was low. It was made by the double bass.
151.4000,That sound was low. It was made by the double bass.
151.6000,That sound was low. It was made by the double bass.
151.8000,That sound was low. It was made by the double bass.
152.0000,That sound was low. It was made by the double bass.
152.2000,That sound was low. It was made by the double bass.
152.4000,That sound was low. It was made by the double bass.
152.6000,That sound was low. It was made by the double bass.
152.8000,That sound was low. It was made by the double bass.
153.0000,That sound was low. It was made by the double bass.
153.2000,That sound was low. It was made by the double bass.
153.4000,That sound was low. It was made by the double bass.
153.6000,That sound was low. It was made by the double bass.
153.8000,That sound was low. It was made by the double bass.
154.0000,That sound was low. It was made by the double bass.
154.2000,
154.4000,
154.6000,
154.8000,
155.0000,
155.2000,The double bass is the lowest instrument in the string family.
155.4000,The double bass is the lowest instrument in the string family.
155.6000,The double bass is the lowest instrument in the string family.
155.8000,The double bass is the lowest instrument in the string family.
156.0000,The double bass is the lowest instrument in the string family.
156.2000,The double bass is the lowest instrument in the string family.
156.4000,The double bass is the lowest instrument in the string family.
156.6000,The double bass is the lowest instrument in the string family.
156.8000,The double bass is the lowest instrument in the string family.
157.0000,The double bass is the lowest instrument in the string family.
157.2000,The double bass is the lowest instrument in the string family.
157.4000,The double bass is the lowest instrument in the string family.
157.6000,The double bass is the lowest instrument in the string family.
157.8000,The double bass is the lowest instrument in the string family.
158.0000,The double bass is the lowest instrument in the string family.
158.2000,The double bass is the lowest instrument in the string family.
158.4000,The double bass is the lowest instrument in the string family.
158.6000,The double bass is the lowest instrument in the string family.
158.8000,The double bass is the lowest instrument in the string family.
159.0000,The double bass is the lowest instrument in the string family.
159.2000,
159.4000,
159.6000,
159.8000,
160.0000,
160.2000,Get ready for your next instrument sound.
160.4000,Get ready for your next instrument sound.
160.6000,Get ready for your next instrument sound.
160.8000,Get ready for your next instrument sound.
161.0000,Get ready for your next instrument sound.
161.2000,Get ready for your next instrument sound.
161.4000,Get ready for your next instrument sound.
161.6000,Get ready for your next instrument sound.
161.8000,Get ready for your next instrument sound.
162.0000,Get ready for your next instrument sound.
162.2000,Get ready for your next instrument sound.
162.4000,Get ready for your next instrument sound.
162.6000,Get ready for your next instrument sound.
162.8000,Get ready for your next instrument sound.
163.0000,Get ready for your next instrument sound.
163.2000,Was that instrument high or low?
163.4000,Was that instrument high or low?
163.6000,Was that instrument high or low?
163.8000,Was that instrument high or low?
164.0000,Was that instrument high or low?
164.2000,Was that instrument high or low?
164.4000,Was that instrument high or low?
164.6000,Was that instrument high or low?
164.8000,Was that instrument high or low?
165.0000,Was that instrument high or low?
165.2000,Was that instrument high or low?
165.4000,Was that instrument high or low?
165.6000,Was that instrument high or low?
165.8000,Was that instrument high or low?
166.0000,Was that instrument high or low?
166.2000,
166.4000,
166.6000,
166.8000,
167.0000,
167.2000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
167.4000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
167.6000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
167.8000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
168.0000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
168.2000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
168.4000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
168.6000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
168.8000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
169.0000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
169.2000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
169.4000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
169.6000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
169.8000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
170.0000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
170.2000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
170.4000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
170.6000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
170.8000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
171.0000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
171.2000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
171.4000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
171.6000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
171.8000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
172.0000,"That instrument, called the glockenspiel or sometimes orchestra bells, is high."
172.2000,
172.4000,
172.6000,
172.8000,
173.0000,
173.2000,Was that instrument high or low?
173.4000,Was that instrument high or low?
173.6000,Was that instrument high or low?
173.8000,Was that instrument high or low?
174.0000,Was that instrument high or low?
174.2000,Was that instrument high or low?
174.4000,Was that instrument high or low?
174.6000,Was that instrument high or low?
174.8000,Was that instrument high or low?
175.0000,Was that instrument high or low?
175.2000,Was that instrument high or low?
175.4000,Was that instrument high or low?
175.6000,Was that instrument high or low?
175.8000,Was that instrument high or low?
176.0000,Was that instrument high or low?
176.2000,
176.4000,
176.6000,
176.8000,
177.0000,
177.2000,"The instrument, or combinations of instrument, are sometimes high or low."
177.4000,"The instrument, or combinations of instrument, are sometimes high or low."
177.6000,"The instrument, or combinations of instrument, are sometimes high or low."
